,D,day,month,year,wy,tmax_c,tmin_c,precip,wyd
6862,7/15/07,15,7,2007,2007,22.855,16.835,0,287
6863,7/16/07,16,7,2007,2007,22.66388889,16.55888889,0,288
6864,7/17/07,17,7,2007,2007,24.04944444,15.33611111,0,289
6865,7/18/07,18,7,2007,2007,27.39388889,14.54722222,0,290
6866,7/19/07,19,7,2007,2007,27.91944444,15.69111111,0,291
6867,7/20/07,20,7,2007,2007,24.575,15.69111111,0,292
6868,7/21/07,21,7,2007,2007,21.995,16.835,0,293
6869,7/22/07,22,7,2007,2007,21.75611111,16.55888889,0,294
6870,7/23/07,23,7,2007,2007,23.61944444,13.79777778,0,295
6871,7/24/07,24,7,2007,2007,23.61944444,16.55888889,0,296
6872,7/25/07,25,7,2007,2007,23.09388889,16.125,0,297
6873,7/26/07,26,7,2007,2007,24.575,15.33611111,0,298
6874,7/27/07,27,7,2007,2007,24.575,16.55888889,0,299
6875,7/28/07,28,7,2007,2007,24.04944444,16.125,0,300
6876,7/29/07,29,7,2007,2007,22.18611111,16.55888889,0,301
6877,7/30/07,30,7,2007,2007,22.66388889,14.90222222,0,302
6878,7/31/07,31,7,2007,2007,22.18611111,16.55888889,0,303
6879,8/1/07,1,8,2007,2007,21.75611111,16.125,0,304
6880,8/2/07,2,8,2007,2007,21.135,16.835,0,305
6881,8/3/07,3,8,2007,2007,21.995,17.545,0,306
6882,8/4/07,4,8,2007,2007,23.61944444,17.34777778,0,307
6883,8/5/07,5,8,2007,2007,22.855,16.835,0,308
6884,8/6/07,6,8,2007,2007,22.855,14.705,0,309
6885,8/7/07,7,8,2007,2007,22.855,13.285,0,310
6886,8/8/07,8,8,2007,2007,24.575,13.79777778,0,311
6887,8/9/07,9,8,2007,2007,23.09388889,16.125,0,312
6888,8/10/07,10,8,2007,2007,23.09388889,16.125,0,313
6889,8/11/07,11,8,2007,2007,21.23055556,16.125,0,314
6890,8/12/07,12,8,2007,2007,24.04944444,14.90222222,0,315
6891,8/13/07,13,8,2007,2007,24.575,13.79777778,0,316
6892,8/14/07,14,8,2007,2007,26.05611111,15.33611111,0,317
6893,8/15/07,15,8,2007,2007,26.05611111,16.125,0,318
6894,8/16/07,16,8,2007,2007,24.575,16.55888889,0,319
6895,8/17/07,17,8,2007,2007,25.53055556,16.125,0,320
6896,8/18/07,18,8,2007,2007,26.295,13.995,0,321
6897,8/19/07,19,8,2007,2007,25.53055556,14.15277778,0,322
6898,8/20/07,20,8,2007,2007,26.48611111,13.00888889,0,323
6899,8/21/07,21,8,2007,2007,22.855,14.705,0,324
6900,8/22/07,22,8,2007,2007,22.855,14.705,0,325
6901,8/23/07,23,8,2007,2007,21.135,14.705,0,326
6902,8/24/07,24,8,2007,2007,21.135,14.705,0,327
6903,8/25/07,25,8,2007,2007,22.66388889,13.79777778,0,328
6904,8/26/07,26,8,2007,2007,25.53055556,17.34777778,0,329
6905,8/27/07,27,8,2007,2007,23.09388889,16.125,0,330
6906,8/28/07,28,8,2007,2007,22.97444444,15.77,0,331
6907,8/29/07,29,8,2007,2007,22.855,15.415,0,332
6908,8/30/07,30,8,2007,2007,25.10055556,17.34777778,0,333
6909,8/31/07,31,8,2007,2007,25.53055556,15.69111111,0,334
6910,9/1/07,1,9,2007,2007,26.05611111,17.34777778,0,335
6911,9/2/07,2,9,2007,2007,29.83055556,16.91388889,0,336
6912,9/3/07,3,9,2007,2007,28.875,17.34777778,0,337
6913,9/4/07,4,9,2007,2007,22.18611111,16.91388889,0,338
6914,9/5/07,5,9,2007,2007,23.61944444,14.15277778,0,339
6915,9/6/07,6,9,2007,2007,21.995,15.415,0,340
6916,9/7/07,7,9,2007,2007,21.995,17.545,0,341
6917,9/8/07,8,9,2007,2007,22.18611111,13.00888889,0,342
6918,9/9/07,9,9,2007,2007,23.09388889,13.00888889,0,343
6919,9/10/07,10,9,2007,2007,23.61944444,12.14111111,0,344
6920,9/11/07,11,9,2007,2007,24.575,13.36388889,0,345
6921,9/12/07,12,9,2007,2007,24.04944444,11.78611111,0,346
6922,9/13/07,13,9,2007,2007,24.575,12.575,0,347
6923,9/14/07,14,9,2007,2007,23.09388889,12.575,0,348
6924,9/15/07,15,9,2007,2007,23.61944444,13.00888889,0,349
6925,9/16/07,16,9,2007,2007,21.23055556,12.575,0,350
6926,9/17/07,17,9,2007,2007,21.75611111,15.33611111,0,351
6927,9/18/07,18,9,2007,2007,21.75611111,12.575,0,352
6928,9/19/07,19,9,2007,2007,22.18611111,13.00888889,0.254,353
6929,9/20/07,20,9,2007,2007,21.75611111,10.24777778,0,354
6930,9/21/07,21,9,2007,2007,20.275,12.575,2.794,355
6931,9/22/07,22,9,2007,2007,20.80055556,14.54722222,4.064,356
6932,9/23/07,23,9,2007,2007,20.80055556,12.575,0,357
6933,9/24/07,24,9,2007,2007,21.75611111,13.00888889,0,358
6934,9/25/07,25,9,2007,2007,23.09388889,12.575,0,359
6935,9/26/07,26,9,2007,2007,25.10055556,12.575,0,360
6936,9/27/07,27,9,2007,2007,23.61944444,13.00888889,0,361
6937,9/28/07,28,9,2007,2007,20.80055556,14.54722222,0,362
6938,9/29/07,29,9,2007,2007,21.23055556,11.78611111,0,363
6939,9/30/07,30,9,2007,2007,23.715,11.865,0,364
6940,10/1/07,1,10,2007,2008,23.61944444,10.99722222,0,1
6941,10/2/07,2,10,2007,2008,24.57155,11.38821667,0,2
6942,10/3/07,3,10,2007,2008,23.61599444,11.78266111,0,3
6943,10/4/07,4,10,2007,2008,21.22710556,11.78266111,0,4
6944,10/5/07,5,10,2007,2008,21.70488333,12.17710556,0,5
6945,10/6/07,6,10,2007,2008,22.18266111,12.57155,0,6
6946,10/7/07,7,10,2007,2008,25.04932778,9.415994444,0,7
6947,10/8/07,8,10,2007,2008,26.48266111,9.02155,0,8
6948,10/9/07,9,10,2007,2008,19.31599444,9.415994444,0,9
6949,10/10/07,10,10,2007,2008,20.27155,9.415994444,0,10
6950,10/11/07,11,10,2007,2008,20.74932778,10.20488333,0,11
6951,10/12/07,12,10,2007,2008,19.79377222,12.17710556,7.62,12
6952,10/13/07,13,10,2007,2008,19.79377222,13.36043889,0.254,13
6953,10/14/07,14,10,2007,2008,19.79377222,11.38821667,0,14
6954,10/15/07,15,10,2007,2008,17.88266111,12.96599444,0,15
6955,10/16/07,16,10,2007,2008,23.61599444,11.38821667,0,16
6956,10/17/07,17,10,2007,2008,24.09377222,14.54377222,0,17
6957,10/18/07,18,10,2007,2008,25.52710556,12.17710556,0,18
6958,10/19/07,19,10,2007,2008,23.61599444,12.17710556,0,19
6959,10/20/07,20,10,2007,2008,28.87155,15.72710556,0,20
6960,10/21/07,21,10,2007,2008,24.57155,11.38821667,0,21
6961,10/22/07,22,10,2007,2008,26.48266111,9.810438889,0,22
6962,10/23/07,23,10,2007,2008,28.87155,11.38821667,0,23
6963,10/24/07,24,10,2007,2008,32.21599444,11.78266111,0,24
6964,10/25/07,25,10,2007,2008,25.04932778,11.78266111,0,25
6965,10/26/07,26,10,2007,2008,19.31599444,10.20488333,0,26
6966,10/27/07,27,10,2007,2008,18.83821667,12.96599444,0,27
6967,10/28/07,28,10,2007,2008,25.04932778,11.38821667,0,28
6968,10/29/07,29,10,2007,2008,24.09377222,13.75488333,0,29
6969,10/30/07,30,10,2007,2008,20.27155,12.17710556,0,30
6970,10/31/07,31,10,2007,2008,19.79377222,10.20488333,0,31
6971,11/1/07,1,11,2007,2008,15.97155,13.75488333,0,32
6972,11/2/07,2,11,2007,2008,16.92710556,13.36043889,0.254,33
6973,11/3/07,3,11,2007,2008,17.40488333,12.96599444,0,34
6974,11/4/07,4,11,2007,2008,15.97155,12.57155,0.254,35
6975,11/5/07,5,11,2007,2008,16.92710556,10.99377222,0,36
6976,11/6/07,6,11,2007,2008,16.92710556,9.810438889,0,37
6977,11/7/07,7,11,2007,2008,16.44932778,10.59932778,0,38
6978,11/8/07,8,11,2007,2008,16.92710556,9.810438889,0,39
6979,11/9/07,9,11,2007,2008,18.83821667,10.59932778,0,40
6980,11/10/07,10,11,2007,2008,19.31599444,9.415994444,0,41
6981,11/11/07,11,11,2007,2008,18.83821667,11.38821667,0.508,42
6982,11/12/07,12,11,2007,2008,23.61599444,10.99377222,0,43
6983,11/13/07,13,11,2007,2008,24.57155,9.810438889,0,44
6984,11/14/07,14,11,2007,2008,27.91599444,11.38821667,0,45
6985,11/15/07,15,11,2007,2008,27.91599444,11.38821667,0,46
6986,11/16/07,16,11,2007,2008,17.40488333,11.78266111,0,47
6987,11/17/07,17,11,2007,2008,16.44932778,12.17710556,0,48
6988,11/18/07,18,11,2007,2008,14.53821667,12.96599444,0,49
6989,11/19/07,19,11,2007,2008,14.53821667,11.78266111,0.254,50
6990,11/20/07,20,11,2007,2008,17.40488333,10.99377222,0,51
6991,11/21/07,21,11,2007,2008,18.83821667,10.20488333,0,52
6992,11/22/07,22,11,2007,2008,17.40488333,8.232661111,0,53
6993,11/23/07,23,11,2007,2008,18.36043889,7.838216667,0,54
6994,11/24/07,24,11,2007,2008,22.18266111,6.260438889,0,55
6995,11/25/07,25,11,2007,2008,19.31599444,7.443772222,0,56
6996,11/26/07,26,11,2007,2008,20.27155,7.049327778,0,57
6997,11/27/07,27,11,2007,2008,19.79377222,6.260438889,0,58
6998,11/28/07,28,11,2007,2008,22.66043889,8.232661111,0,59
6999,11/29/07,29,11,2007,2008,22.18266111,7.838216667,0,60
7000,11/30/07,30,11,2007,2008,16.92710556,9.810438889,0,61
7001,12/1/07,1,12,2007,2008,17.40488333,6.654883333,0,62
7002,12/2/07,2,12,2007,2008,15.97155,5.865994444,0,63
7003,12/3/07,3,12,2007,2008,18.83821667,5.47155,0,64
7004,12/4/07,4,12,2007,2008,25.52710556,5.865994444,0,65
7005,12/5/07,5,12,2007,2008,23.61599444,10.99377222,0,66
7006,12/6/07,6,12,2007,2008,17.88266111,11.2554433,6.096,67
7007,12/7/07,7,12,2007,2008,17.56,11.2554433,4.572,68
7008,12/8/07,8,12,2007,2008,15.97155,8.627105556,0,69
7009,12/9/07,9,12,2007,2008,16.92,8.6,0,70
7010,12/10/07,10,12,2007,2008,16.6,7.3,0,71
7011,12/11/07,11,12,2007,2008,16.29,5.99,0,72
7012,12/12/07,12,12,2007,2008,15.97,4.68,0,73
7013,12/13/07,13,12,2007,2008,15.97155,4.682661111,0,74
7014,12/14/07,14,12,2007,2008,16.44932778,5.47155,0,75
7015,12/15/07,15,12,2007,2008,17.40488333,5.47155,0,76
7016,12/16/07,16,12,2007,2008,17.40488333,5.47155,0,77
7017,12/17/07,17,12,2007,2008,15.97155,6.654883333,0.508,78
7018,12/18/07,18,12,2007,2008,15.01599444,13.75488333,86.614,79
7019,12/19/07,19,12,2007,2008,15.97155,12.17710556,4.572,80
7020,12/20/07,20,12,2007,2008,16.44932778,10.20488333,0,81
7021,12/21/07,21,12,2007,2008,15.49377222,7.049327778,0,82
7022,12/22/07,22,12,2007,2008,15.97155,5.077105556,0,83
7023,12/23/07,23,12,2007,2008,19.31599444,6.260438889,0,84
7024,12/24/07,24,12,2007,2008,26.00488333,7.838216667,0,85
7025,12/25/07,25,12,2007,2008,19.31599444,7.443772222,0,86
7026,12/26/07,26,12,2007,2008,19.31599444,6.260438889,0,87
7027,12/27/07,27,12,2007,2008,14.06043889,6.654883333,0,88
7028,12/28/07,28,12,2007,2008,13.10488333,6.654883333,0,89
7029,12/29/07,29,12,2007,2008,15.01599444,8.232661111,0,90
7030,12/30/07,30,12,2007,2008,15.49377222,6.654883333,0,91
7031,12/31/07,31,12,2007,2008,19.31599444,6.260438889,0,92
7032,1/1/08,1,1,2008,2008,20.27155,5.865994444,0,93
7033,1/2/08,2,1,2008,2008,20.74932778,6.654883333,0,94
7034,1/3/08,3,1,2008,2008,16.92710556,8.627105556,0,95
7035,1/4/08,4,1,2008,2008,15.49377222,12.96599444,129.54,96
7036,1/5/08,5,1,2008,2008,15.01599444,12.57155,10.16,97
7037,1/6/08,6,1,2008,2008,14.06043889,10.99377222,19.558,98
7038,1/7/08,7,1,2008,2008,17.40488333,8.627105556,1.016,99
7039,1/8/08,8,1,2008,2008,15.49377222,7.838216667,0.254,100
7040,1/9/08,9,1,2008,2008,15.97155,9.415994444,0,101
7041,1/10/08,10,1,2008,2008,15.97155,8.232661111,0,102
7042,1/11/08,11,1,2008,2008,20.74932778,9.810438889,0,103
7043,1/12/08,12,1,2008,2008,23.13821667,7.443772222,0,104
7044,1/13/08,13,1,2008,2008,22.18266111,8.232661111,0,105
7045,1/14/08,14,1,2008,2008,20.74932778,6.654883333,0,106
7046,1/15/08,15,1,2008,2008,17.88266111,6.654883333,0,107
7047,1/16/08,16,1,2008,2008,18.36043889,6.260438889,0,108
7048,1/17/08,17,1,2008,2008,15.49377222,5.865994444,0,109
7049,1/18/08,18,1,2008,2008,18.36043889,5.865994444,0,110
7050,1/19/08,19,1,2008,2008,18.83821667,6.260438889,0,111
7051,1/20/08,20,1,2008,2008,15.49377222,5.865994444,0,112
7052,1/21/08,21,1,2008,2008,14.06043889,5.865994444,0,113
7053,1/22/08,22,1,2008,2008,13.58266111,10.99377222,1.524,114
7054,1/23/08,23,1,2008,2008,12.14932778,8.232661111,48.26,115
7055,1/24/08,24,1,2008,2008,12.62710556,8.232661111,72.898,116
7056,1/25/08,25,1,2008,2008,15.01599444,12.57155,25.146,117
7057,1/26/08,26,1,2008,2008,17.40488333,13.36043889,0.508,118
7058,1/27/08,27,1,2008,2008,15.49377222,13.36043889,42.926,119
7059,1/28/08,28,1,2008,2008,15.01599444,8.232661111,22.606,120
7060,1/29/08,29,1,2008,2008,15.01599444,6.654883333,0,121
7061,1/30/08,30,1,2008,2008,17.40488333,9.415994444,0,122
7062,1/31/08,31,1,2008,2008,16.44932778,7.049327778,0,123
7063,2/1/08,1,2,2008,2008,18.36043889,9.415994444,0,124
7064,2/2/08,2,2,2008,2008,17.40488333,7.838216667,0,125
7065,2/3/08,3,2,2008,2008,15.97155,10.99377222,14.986,126
7066,2/4/08,4,2,2008,2008,16.44932778,8.627105556,3.302,127
7067,2/5/08,5,2,2008,2008,15.97155,6.260438889,0,128
7068,2/6/08,6,2,2008,2008,19.31599444,7.049327778,0,129
7069,2/7/08,7,2,2008,2008,16.92710556,7.838216667,0,130
7070,2/8/08,8,2,2008,2008,20.74932778,7.838216667,0,131
7071,2/9/08,9,2,2008,2008,22.66043889,8.627105556,0,132
7072,2/10/08,10,2,2008,2008,22.18266111,9.02155,0,133
7073,2/11/08,11,2,2008,2008,20.74932778,8.627105556,0,134
7074,2/12/08,12,2,2008,2008,25.04932778,8.627105556,0,135
7075,2/13/08,13,2,2008,2008,15.01599444,10.59932778,0,136
7076,2/14/08,14,2,2008,2008,18.36043889,9.02155,0,137
7077,2/15/08,15,2,2008,2008,17.40488333,6.654883333,0,138
7078,2/16/08,16,2,2008,2008,15.49377222,7.443772222,0,139
7079,2/17/08,17,2,2008,2008,15.97155,9.02155,0,140
7080,2/18/08,18,2,2008,2008,14.53821667,9.810438889,0,141
7081,2/19/08,19,2,2008,2008,15.49377222,9.810438889,0,142
7082,2/20/08,20,2,2008,2008,17.40488333,11.78266111,7.874,143
7083,2/21/08,21,2,2008,2008,15.01599444,10.99377222,6.604,144
7084,2/22/08,22,2,2008,2008,15.97155,10.59932778,2.794,145
7085,2/23/08,23,2,2008,2008,15.01599444,7.443772222,25.146,146
7086,2/24/08,24,2,2008,2008,16.44932778,11.38821667,4.826,147
7087,2/25/08,25,2,2008,2008,18.83821667,10.20488333,0,148
7088,2/26/08,26,2,2008,2008,23.13821667,9.02155,0,149
7089,2/27/08,27,2,2008,2008,20.27155,9.810438889,0,150
7090,2/28/08,28,2,2008,2008,18.83821667,10.20488333,0,151
7091,2/29/08,29,2,2008,2008,15.49377222,13.36043889,0,152
7092,3/1/08,1,3,2008,2008,15.49377222,10.59932778,0,153
7093,3/2/08,2,3,2008,2008,18.83821667,10.20488333,0,154
7094,3/3/08,3,3,2008,2008,18.83821667,8.232661111,0,155
7095,3/4/08,4,3,2008,2008,19.79377222,9.02155,0,156
7096,3/5/08,5,3,2008,2008,18.36043889,9.415994444,0,157
7097,3/6/08,6,3,2008,2008,19.79377222,9.02155,0,158
7098,3/7/08,7,3,2008,2008,19.79377222,9.02155,0,159
7099,3/8/08,8,3,2008,2008,23.61599444,11.78266111,0,160
7100,3/9/08,9,3,2008,2008,21.70488333,10.59932778,0,161
7101,3/10/08,10,3,2008,2008,23.61599444,9.810438889,0,162
7102,3/11/08,11,3,2008,2008,22.18266111,12.17710556,0,163
7103,3/12/08,12,3,2008,2008,24.09377222,11.38821667,0,164
7104,3/13/08,13,3,2008,2008,25.04932778,13.36043889,0,165
7105,3/14/08,14,3,2008,2008,22.18266111,10.99377222,0,166
7106,3/15/08,15,3,2008,2008,17.88266111,10.59932778,0,167
7107,3/16/08,16,3,2008,2008,19.31599444,10.20488333,0,168
7108,3/17/08,17,3,2008,2008,20.27155,9.02155,0,169
7109,3/18/08,18,3,2008,2008,17.40488333,9.02155,0,170
7110,3/19/08,19,3,2008,2008,15.49377222,10.99377222,0,171
7111,3/20/08,20,3,2008,2008,20.74932778,9.415994444,0,172
7112,3/21/08,21,3,2008,2008,21.22710556,8.627105556,0,173
7113,3/22/08,22,3,2008,2008,23.13821667,8.627105556,0,174
7114,3/23/08,23,3,2008,2008,25.52710556,9.415994444,0,175
7115,3/24/08,24,3,2008,2008,22.18266111,9.810438889,0,176
7116,3/25/08,25,3,2008,2008,20.27155,10.59932778,0,177
7117,3/26/08,26,3,2008,2008,24.09377222,12.57155,0,178
7118,3/27/08,27,3,2008,2008,25.52710556,11.78266111,0,179
7119,3/28/08,28,3,2008,2008,21.70488333,9.415994444,0,180
7120,3/29/08,29,3,2008,2008,18.36043889,10.59932778,0,181
7121,3/30/08,30,3,2008,2008,17.88266111,9.810438889,0,182
7122,3/31/08,31,3,2008,2008,15.49377222,7.838216667,0,183
7123,4/1/08,1,4,2008,2008,15.49377222,10.59932778,0,184
7124,4/2/08,2,4,2008,2008,18.83821667,10.20488333,0,185
7125,4/3/08,3,4,2008,2008,18.83821667,8.232661111,3.556,186
7126,4/4/08,4,4,2008,2008,19.79377222,9.02155,0,187
7127,4/5/08,5,4,2008,2008,18.36043889,9.415994444,0,188
7128,4/6/08,6,4,2008,2008,19.79377222,9.02155,0,189
7129,4/7/08,7,4,2008,2008,19.79377222,9.02155,0,190
7130,4/8/08,8,4,2008,2008,23.61599444,11.78266111,0,191
7131,4/9/08,9,4,2008,2008,21.70488333,10.59932778,0,192
7132,4/10/08,10,4,2008,2008,23.61599444,9.810438889,0,193
7133,4/11/08,11,4,2008,2008,22.18266111,12.17710556,0,194
7134,4/12/08,12,4,2008,2008,24.09377222,11.38821667,0,195
7135,4/13/08,13,4,2008,2008,25.04932778,13.36043889,0,196
7136,4/14/08,14,4,2008,2008,22.18266111,10.99377222,0,197
7137,4/15/08,15,4,2008,2008,17.88266111,10.59932778,0,198
7138,4/16/08,16,4,2008,2008,19.31599444,10.20488333,0,199
7139,4/17/08,17,4,2008,2008,20.27155,9.02155,0,200
7140,4/18/08,18,4,2008,2008,17.40488333,9.02155,0,201
7141,4/19/08,19,4,2008,2008,15.49377222,10.99377222,0,202
7142,4/20/08,20,4,2008,2008,20.74932778,9.415994444,0,203
7143,4/21/08,21,4,2008,2008,21.22710556,8.627105556,0,204
7144,4/22/08,22,4,2008,2008,23.13821667,8.627105556,0,205
7145,4/23/08,23,4,2008,2008,25.52710556,9.415994444,0,206
7146,4/24/08,24,4,2008,2008,22.18266111,9.810438889,0,207
7147,4/25/08,25,4,2008,2008,20.27155,10.59932778,0,208
7148,4/26/08,26,4,2008,2008,24.09377222,12.57155,0,209
7149,4/27/08,27,4,2008,2008,25.52710556,11.78266111,0,210
7150,4/28/08,28,4,2008,2008,21.70488333,9.415994444,0,211
7151,4/29/08,29,4,2008,2008,18.36043889,10.59932778,0,212
7152,4/30/08,30,4,2008,2008,17.88266111,9.810438889,0,213
7153,5/1/08,1,5,2008,2008,15.49377222,7.838216667,0,214
7154,5/2/08,2,5,2008,2008,15.97155,8.627105556,0,215
7155,5/3/08,3,5,2008,2008,15.49377222,8.627105556,0,216
7156,5/4/08,4,5,2008,2008,17.40488333,12.57155,0,217
7157,5/5/08,5,5,2008,2008,14.53821667,12.17710556,0,218
7158,5/6/08,6,5,2008,2008,17.88266111,10.59932778,0,219
7159,5/7/08,7,5,2008,2008,16.92710556,9.810438889,0,220
7160,5/8/08,8,5,2008,2008,18.83821667,9.810438889,0,221
7161,5/9/08,9,5,2008,2008,19.79377222,8.232661111,0,222
7162,5/10/08,10,5,2008,2008,20.27155,10.20488333,0,223
7163,5/11/08,11,5,2008,2008,20.27155,9.415994444,0,224
7164,5/12/08,12,5,2008,2008,25.52710556,9.810438889,0.508,225
7165,5/13/08,13,5,2008,2008,30.30488333,9.810438889,0,226
7166,5/14/08,14,5,2008,2008,30.78266111,11.38821667,0,227
7167,5/15/08,15,5,2008,2008,14.06043889,12.17710556,0,228
7168,5/16/08,16,5,2008,2008,21.22710556,10.20488333,0,229
7169,5/17/08,17,5,2008,2008,18.83821667,10.59932778,0,230
7170,5/18/08,18,5,2008,2008,23.13821667,9.415994444,0,231
7171,5/19/08,19,5,2008,2008,18.83821667,10.99377222,0,232
7172,5/20/08,20,5,2008,2008,18.36043889,10.59932778,0,233
7173,5/21/08,21,5,2008,2008,18.83821667,8.232661111,0,234
7174,5/22/08,22,5,2008,2008,18.83821667,8.232661111,0,235
7175,5/23/08,23,5,2008,2008,22.18266111,8.627105556,0,236
7176,5/24/08,24,5,2008,2008,20.27155,10.99377222,1.524,237
7177,5/25/08,25,5,2008,2008,21.22710556,11.38821667,0,238
7178,5/26/08,26,5,2008,2008,25.04932778,9.02155,0,239
7179,5/27/08,27,5,2008,2008,27.91599444,14.14932778,0,240
7180,5/28/08,28,5,2008,2008,31.26043889,12.57155,0,241
7181,5/29/08,29,5,2008,2008,26.48266111,13.75488333,0,242
7182,5/30/08,30,5,2008,2008,26.96043889,12.96599444,0,243
7183,5/31/08,31,5,2008,2008,20.74932778,10.99377222,0,244
7184,6/1/08,1,6,2008,2008,21.22710556,11.38821667,0,245
7185,6/2/08,2,6,2008,2008,22.18266111,10.59932778,0,246
7186,6/3/08,3,6,2008,2008,20.74932778,11.78266111,0,247
7187,6/4/08,4,6,2008,2008,17.88266111,12.17710556,0,248
7188,6/5/08,5,6,2008,2008,18.83821667,13.36043889,0,249
7189,6/6/08,6,6,2008,2008,17.40488333,11.78266111,0,250
7190,6/7/08,7,6,2008,2008,17.88266111,11.78266111,0,251
7191,6/8/08,8,6,2008,2008,18.36043889,9.810438889,0,252
7192,6/9/08,9,6,2008,2008,15.97155,10.99377222,0,253
7193,6/10/08,10,6,2008,2008,18.83821667,10.59932778,0,254
7194,6/11/08,11,6,2008,2008,15.97155,12.96599444,0,255
7195,6/12/08,12,6,2008,2008,17.88266111,11.78266111,0,256
7196,6/13/08,13,6,2008,2008,21.22710556,10.20488333,0,257
7197,6/14/08,14,6,2008,2008,22.18266111,12.57155,0,258
7198,6/15/08,15,6,2008,2008,27.91599444,13.36043889,0,259
7199,6/16/08,16,6,2008,2008,27.91599444,14.93821667,0,260
7200,6/17/08,17,6,2008,2008,26.48266111,14.93821667,0,261
7201,6/18/08,18,6,2008,2008,26.00488333,16.12155,0,262
7202,6/19/08,19,6,2008,2008,23.13821667,14.93821667,0,263
7203,6/20/08,20,6,2008,2008,19.79377222,13.75488333,0,264
7204,6/21/08,21,6,2008,2008,24.09377222,13.75488333,0,265
7205,6/22/08,22,6,2008,2008,24.09377222,12.57155,0,266
7206,6/23/08,23,6,2008,2008,15.49377222,10.99377222,0,267
7207,6/24/08,24,6,2008,2008,18.83821667,11.78266111,0,268
7208,6/25/08,25,6,2008,2008,17.40488333,11.38821667,0,269
7209,6/26/08,26,6,2008,2008,18.83821667,10.59932778,0,270
7210,6/27/08,27,6,2008,2008,19.79377222,10.59932778,0,271
7211,6/28/08,28,6,2008,2008,20.74932778,10.20488333,0,272
7212,6/29/08,29,6,2008,2008,22.66043889,11.78266111,0,273
7213,6/30/08,30,6,2008,2008,21.70488333,11.78266111,0,274
7214,7/1/08,1,7,2008,2008,20.74932778,11.78266111,0,275
7215,7/2/08,2,7,2008,2008,21.22710556,12.17710556,0,276
7216,7/3/08,3,7,2008,2008,21.70488333,12.17710556,0,277
7217,7/4/08,4,7,2008,2008,19.31599444,11.78266111,0,278
7218,7/5/08,5,7,2008,2008,24.09377222,13.75488333,0,279
7219,7/6/08,6,7,2008,2008,27.91599444,13.36043889,0,280
7220,7/7/08,7,7,2008,2008,21.70488333,13.36043889,0,281
7221,7/8/08,8,7,2008,2008,21.70488333,12.96599444,0,282
7222,7/9/08,9,7,2008,2008,20.74932778,12.96599444,0,283
7223,7/10/08,10,7,2008,2008,20.27155,14.54377222,0,284
7224,7/11/08,11,7,2008,2008,19.79377222,14.93821667,0,285
7225,7/12/08,12,7,2008,2008,20.74932778,14.93821667,0,286
7226,7/13/08,13,7,2008,2008,21.70488333,15.33266111,0,287
7227,7/14/08,14,7,2008,2008,20.27155,15.33266111,0,288
7228,7/15/08,15,7,2008,2008,20.27155,14.93821667,0,289
7229,7/16/08,16,7,2008,2008,21.70488333,14.14932778,0,290
7230,7/17/08,17,7,2008,2008,23.61599444,13.36043889,0,291
7231,7/18/08,18,7,2008,2008,23.61599444,14.54377222,0,292
7232,7/19/08,19,7,2008,2008,34.60488333,13.36043889,0,293
7233,7/20/08,20,7,2008,2008,28.39377222,16.12155,0.254,294
7234,7/21/08,21,7,2008,2008,29.82710556,16.12155,0,295
7235,7/22/08,22,7,2008,2008,30.78266111,17.69932778,0,296
7236,7/23/08,23,7,2008,2008,29.82710556,17.69932778,0,297
7237,7/24/08,24,7,2008,2008,26.48266111,16.51599444,0.254,298
7238,7/25/08,25,7,2008,2008,22.66043889,15.33266111,0,299
7239,7/26/08,26,7,2008,2008,22.66043889,13.75488333,0,300
7240,7/27/08,27,7,2008,2008,21.22710556,14.93821667,0,301
7241,7/28/08,28,7,2008,2008,22.18266111,15.72710556,0,302
7242,7/29/08,29,7,2008,2008,22.18266111,14.14932778,0,303
7243,7/30/08,30,7,2008,2008,21.22710556,12.96599444,0,304
7244,7/31/08,31,7,2008,2008,25.04932778,13.36043889,0,305
7245,8/1/08,1,8,2008,2008,24.57155,14.54377222,0.254,306
7246,8/2/08,2,8,2008,2008,23.61599444,14.93821667,0,307
7247,8/3/08,3,8,2008,2008,22.18266111,15.33266111,0,308
7248,8/4/08,4,8,2008,2008,27.91599444,16.51599444,0,309
7249,8/5/08,5,8,2008,2008,24.57155,15.33266111,0,310
7250,8/6/08,6,8,2008,2008,22.18266111,14.93821667,0,311
7251,8/7/08,7,8,2008,2008,21.22710556,15.33266111,0,312
7252,8/8/08,8,8,2008,2008,20.74932778,15.72710556,0,313
7253,8/9/08,9,8,2008,2008,21.22710556,15.72710556,0,314
7254,8/10/08,10,8,2008,2008,22.66043889,16.51599444,0,315
7255,8/11/08,11,8,2008,2008,23.61599444,18.09377222,0,316
7256,8/12/08,12,8,2008,2008,24.09377222,17.69932778,0,317
7257,8/13/08,13,8,2008,2008,22.66043889,16.91043889,0,318
7258,8/14/08,14,8,2008,2008,23.61599444,17.69932778,0,319
7259,8/15/08,15,8,2008,2008,24.57155,17.69932778,0,320
7260,8/16/08,16,8,2008,2008,24.57155,16.91043889,0,321
7261,8/17/08,17,8,2008,2008,23.61599444,15.72710556,0,322
7262,8/18/08,18,8,2008,2008,22.66043889,15.72710556,0,323
7263,8/19/08,19,8,2008,2008,22.18266111,16.51599444,0,324
